"code","name","hierarchy_level","hierarchy_level_name","hierarchy_path","parent_zone_code","lang_code","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"9506",Dallu Chautara,5,Street,"9100/9103/9203/9303/9406/9506","9406",eng,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",Hadigaun,5,Street,"9100/9104/9204/9304/9407/9507","9407",eng,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",Jadibuti,5,Street,"9100/9104/9204/9304/9408/9508","9408",eng,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",Lazimpat,5,Street,"9100/9105/9205/9305/9409/9509","9409",eng,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",Dhumbarahi,5,Street,"9100/9105/9205/9305/9410/9510","9410",eng,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",اداميا مارج,5,شارع,"9100/9103/9203/9303/9405/9505","9405",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",دالو شوتارا,5,شارع,"9100/9103/9203/9303/9406/9506","9406",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",هاديجون,5,شارع,"9100/9104/9204/9304/9407/9507","9407",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",جاديبوتي,5,شارع,"9100/9104/9204/9304/9408/9508","9408",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",بانيبا,4,حلية,"9100/9103/9203/9303/9406","9303",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9405",تشاثار جورباتي,4,حلية,"9100/9103/9203/9303/9405","9303",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",عاشيرواد جالي,5,شارع,"9100/9102/9202/9302/9404/9504","9404",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",إيناروا,4,حلية,"9100/9104/9204/9304/9408","9304",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9101",Koshi,1,État,"9100/9101","9100",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9102",Madhesh,1,État,"9100/9102","9100",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9103",Bagmati,1,État,"9100/9103","9100",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9301",Pokhara,3,Municipalité,"9100/9101/9201/9301","9201",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9104",ಗಂಡಕಿ,1,ರಾಜ್ಯ,"9100/9104","9100",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9104",கண்டகி,1,நிலை,"9100/9104","9100",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9104",गंडकी,1,राज्य,"9100/9104","9100",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9104",Gandaki,1,Estado,"9100/9104","9100",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",Bhaktapur,3,Municipalité,"9100/9102/9202/9302","9202",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",Birganj,3,Municipalité,"9100/9103/9203/9303","9203",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9401",Hatuwagadhi,4,Localité,"9100/9101/9201/9301/9401","9301",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9402",Aamchok,4,Localité,"9100/9101/9201/9301/9402","9301",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9403",Chaubise,4,"Localité
","9100/9102/9202/9302/9403","9302",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9502",Ananda Bhairav Marg,5,Rue,"9100/9101/9201/9301/9402/9502","9402",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9404",Sahidbhumi,4,"Localité
","9100/9102/9202/9302/9404","9302",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",Banépa,4,Localité,"9100/9103/9203/9303/9406","9303",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",बनेपा,4, इलाका,"9100/9103/9203/9303/9406","9303",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",Aabhusan Marg,5,Rue,"9100/9102/9202/9302/9403/9503","9403",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",Aashirwad Galli,5,Rue,"9100/9102/9202/9302/9404/9504","9404",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9407",ಇತಾಹರಿ,4,"ಸ್ಥಳೀಯತೆ
","9100/9104/9204/9304/9407","9304",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",ಇನ್ಯಾರುವಾ,4,"ಸ್ಥಳೀಯತೆ
 ","9100/9104/9204/9304/9408","9304",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9405",Chhathar Jorpati,4,Localité,"9100/9103/9203/9303/9405","9303",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9405",छत्तर जोरपति,4,इलाका,"9100/9103/9203/9303/9405","9303",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",ابهوسان مرج,5,شارع,"9100/9102/9202/9302/9403/9503","9403",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",لازيمبات,5,شارع,"9100/9105/9205/9305/9409/9509","9409",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",دومباراهي,5,شارع,"9100/9105/9205/9305/9410/9510","9410",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",ಹಾಡಿಗೌನ್,5,ಬೀದಿ,"9100/9104/9204/9304/9407/9507","9407",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",ಅದಮ್ಯ ಮಾರ್ಗ,5,ಬೀದಿ,"9100/9103/9203/9303/9405/9505","9405",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",தும்பராஹி,5,தெரு,"9100/9105/9205/9305/9410/9510","9410",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",आशीर्वाद गली,5,गली,"9100/9102/9202/9302/9404/9504","9404",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",इनारुवा,4,इलाका,"9100/9104/9204/9304/9408","9304",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",داماك,4,حلية,"9100/9105/9205/9305/9410","9305",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9100",pays,0,pays,"9100",null,fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9201",Chitwan,2,District,"9100/9101/9201","9101",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",Pipalbot Marga,5,Rue,"9100/9101/9201/9301/9401/9501","9401",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9202",Banque,2,District,"9100/9102/9202","9102",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9203",Sankhuwasabha,2,District,"9100/9103/9203","9103",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9100",ದೇಶ,0,ದೇಶ,"9100",null,kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9100",நாடு,0,நாடு,"9100",null,tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9101",ಕೋಶಿ,1,ರಾಜ್ಯ,"9100/9101","9100",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9101",கோஷி,1,நிலை,"9100/9101","9100",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9102",ಮಾದೇಶ್,1,ರಾಜ್ಯ,"9100/9102","9100",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9103",ಬಾಗಮತಿ,1,ರಾಜ್ಯ,"9100/9103","9100",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9301",ಪೋಖರಾ,3,ಪುರಸಭೆ,"9100/9101/9201/9301","9201",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",بهاكتابور,3,البلدية,"9100/9102/9202/9302","9202",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",ಭಕ್ತಪುರ,3,ಪುರಸಭೆ,"9100/9102/9202/9302","9202",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9105",Karnali,1,État,"9100/9105","9100",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9105",ಕರ್ನಾಲಿ,1,ರಾಜ್ಯ,"9100/9105","9100",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",بيرجونج,3,البلدية,"9100/9103/9203/9303","9203",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",ಬಿರ್ಗುಂಜ್,3,ಪುರಸಭೆ,"9100/9103/9203/9303","9203",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9304",Damak,3,Municipalité,"9100/9104/9204/9304","9204",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9304",ದಮಾಕ್,3,ಪುರಸಭೆ,"9100/9104/9204/9304","9204",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9305",Ghorahi,3,Municipalité,"9100/9105/9205/9305","9205",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9305",ಘೋರಾಹಿ,3,ಪುರಸಭೆ,"9100/9105/9205/9305","9205",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9202",ಬ್ಯಾಂಕೆ,2,ಜಿಲ್ಲೆ,"9100/9102/9202","9102",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9205",Ilam,2,District,"9100/9105/9205","9105",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9203",ಸಂಖುವಸಭಾ,2,ಜಿಲ್ಲೆ,"9100/9103/9203","9103",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9409",Kalaïa,4,Localité,"9100/9105/9205/9305/9409","9305",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9407",Itahari,4,Localité,"9100/9104/9204/9304/9407","9304",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9409",ಕಾಳಯ್ಯ,4,ಸ್ಥಳೀಯತೆ,"9100/9105/9205/9305/9409","9305",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9201",ಚಿತ್ವಾನ್,2,ಜಿಲ್ಲೆ,"9100/9101/9201","9101",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9201",சித்வான்,2,மாவட்டம்,"9100/9101/9201","9101",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",دانغ,2,يصرف,"9100/9104/9204","9104",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",Bon sang,2,District,"9100/9104/9204","9104",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",ಡ್ಯಾಂಗ್,2,ಜಿಲ್ಲೆ,"9100/9104/9204","9104",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",டாங்,2,மாவட்டம்,"9100/9104/9204","9104",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",डैंग,2,ज़िला,"9100/9104/9204","9104",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9204",Maldita sea,2,Distrito,"9100/9104/9204","9104",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9205",ಇಲಂ,2,ಜಿಲ್ಲೆ,"9100/9105/9205","9105",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",بيبالبوت مارجا,5,شارع,"9100/9101/9201/9301/9401/9501","9401",ara,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",ಪಿಪಾಲ್ಬೋಟ್ ಮಾರ್ಗ,5,ಬೀದಿ,"9100/9101/9201/9301/9401/9501","9401",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9401",ಹತುವಾಗಧಿ,4,ಸ್ಥಳೀಯತೆ,"9100/9101/9201/9301/9401","9301",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9401",हटुवागढ़ी,4,इलाका,"9100/9101/9201/9301/9401","9301",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9402",ಆಮ್ಚೋಕ್,4,ಸ್ಥಳೀಯತೆ,"9100/9101/9201/9301/9402","9301",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9403",ಚೌಬಿಸೆ,4,"ಸ್ಥಳೀಯತೆ

","9100/9102/9202/9302/9403","9302",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9404",ಸಹಿದ್ಭೂಮಿ,4,ಸ್ಥಳೀಯತೆ,"9100/9102/9202/9302/9404","9302",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",Adamya Marg,5,Rue,"9100/9103/9203/9303/9405/9505","9405",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",Dalu Chautara,5,Rue,"9100/9103/9203/9303/9406/9506","9406",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",Hadigaun,5,Rue,"9100/9104/9204/9304/9407/9507","9407",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",Jadibuti,5,Rue,"9100/9104/9204/9304/9408/9508","9408",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",Lazimpat,5,Rue,"9100/9105/9205/9305/9409/9509","9409",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",Dhumbarahi,5,Rue,"9100/9105/9205/9305/9410/9510","9410",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",ದಲ್ಲು ಚೌತಾರ,5,ಬೀದಿ,"9100/9103/9203/9303/9406/9506","9406",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",ಜಡಿಬೂಟಿ,5,ಬೀದಿ,"9100/9104/9204/9304/9408/9508","9408",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",ಲಾಜಿಂಪಟ್,5,ಬೀದಿ,"9100/9105/9205/9305/9409/9509","9409",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",ಧೂಂಬರಾಹಿ,5,ಬೀದಿ,"9100/9105/9205/9305/9410/9510","9410",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",ಆಭೂಸನ್ ಮಾರ್ಗ,5,ಬೀದಿ,"9100/9102/9202/9302/9403/9503","9403",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",पिपलबोट मार्ग,5,गली,"9100/9101/9201/9301/9401/9501","9401",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9405",ಛತ್ತರ್ ಜೋರ್ಪತಿ,4, ಸ್ಥಳೀಯತೆ,"9100/9103/9203/9303/9405","9303",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",ಆಶೀರ್ವಾದ ಗಲ್ಲಿ,5,ಬೀದಿ,"9100/9102/9202/9302/9404/9504","9404",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",ಬನೆಪ,4,ಸ್ಥಳೀಯತೆ,"9100/9103/9203/9303/9406","9303",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",Inaruwa,4,Localité,"9100/9104/9204/9304/9408","9304",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",Damak,4,Localité,"9100/9105/9205/9305/9410","9305",fra,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",ದಮಾಕ್,4,"ಸ್ಥಳೀಯತೆ
","9100/9105/9205/9305/9410","9305",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9100",देश,0,देश,"9100",null,hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9101",कोशी,1,राज्य,"9100/9101","9100",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9102",மாதேஷ்,1,நிலை,"9100/9102","9100",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9102",मध्यदेश,1,राज्य,"9100/9102","9100",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9103",பாக்மதி,1,நிலை,"9100/9103","9100",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9103",बागमती,1,राज्य,"9100/9103","9100",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9301",போகரா,3,நகராட்சி,"9100/9101/9201/9301","9201",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9301",पोखरा,3,नगर पालिका,"9100/9101/9201/9301","9201",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",பக்தபூர்,3,நகராட்சி,"9100/9102/9202/9302","9202",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",भक्तापुर,3,नगर पालिका,"9100/9102/9202/9302","9202",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9105",கர்னாலி,1,நிலை,"9100/9105","9100",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9105",करनाली,1,राज्य,"9100/9105","9100",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",பிர்குஞ்ச்,3,நகராட்சி,"9100/9103/9203/9303","9203",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",बीरगंज,3,नगर पालिका,"9100/9103/9203/9303","9203",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9304",டமாக்,3,நகராட்சி,"9100/9104/9204/9304","9204",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9304",दमक,3,नगर पालिका,"9100/9104/9204/9304","9204",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9305",கோராஹி,3,நகராட்சி,"9100/9105/9205/9305","9205",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9305",घोराही,3, नगर पालिका,"9100/9105/9205/9305","9205",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9202",பாங்கே,2,மாவட்டம்,"9100/9102/9202","9102",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9407",இதஹாரி,4,உள்ளூர்,"9100/9104/9204/9304/9407","9304",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9409",கலையா,4,"உள்ளூர்
","9100/9105/9205/9305/9409","9305",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9407",इटहरी,4,इलाका,"9100/9104/9204/9304/9407","9304",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9409",कलैया,4,इलाका,"9100/9105/9205/9305/9409","9305",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9201",चितवन,2,ज़िला,"9100/9101/9201","9101",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9202",बनके,2,ज़िला,"9100/9102/9202","9102",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9203",சங்குவாசபா,2,மாவட்டம்,"9100/9103/9203","9103",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9203",संखुवासभा,2,ज़िला,"9100/9103/9203","9103",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9205",இலம்,2,மாவட்டம்,"9100/9105/9205","9105",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9205",इलम,2,ज़िला,"9100/9105/9205","9105",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",Pipalbot Marga,5,தெரு,"9100/9101/9201/9301/9401/9501","9401",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9401",ஹதுவாகதி,4,உள்ளூர்,"9100/9101/9201/9301/9401","9301",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9402",ஆம்சோக்,4,உள்ளூர்,"9100/9101/9201/9301/9402","9301",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9402",आमचौक,4,इलाका,"9100/9101/9201/9301/9402","9301",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9403",சௌபிஸ்,4,"உள்ளூர்
","9100/9102/9202/9302/9403","9302",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9403",चौबीसे,4,इलाका,"9100/9102/9202/9302/9403","9302",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9404",सहिदभूमि,4,इलाका,"9100/9102/9202/9302/9404","9302",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9502",ಆನಂದ ಭೈರವ ಮಾರ್ಗ,5,ಬೀದಿ,"9100/9101/9201/9301/9402/9502","9402",kan,true,admin,2024-04-01 10:58:04.582,,,false,
"9502",आनंद भैरव मार्ग,5,गली,"9100/9101/9201/9301/9402/9502","9402",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",ஆதம்யா மார்க்,5,தெரு,"9100/9103/9203/9303/9405/9505","9405",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",டல்லு சௌதாரா,5,தெரு,"9100/9103/9203/9303/9406/9506","9406",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",ஹடிகான்,5,தெரு,"9100/9104/9204/9304/9407/9507","9407",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",ஜடிபுடி,5,தெரு,"9100/9104/9204/9304/9408/9508","9408",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",லாசிம்பட்,5,தெரு,"9100/9105/9205/9305/9409/9509","9409",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",அபூசன் மார்க்,5,தெரு,"9100/9102/9202/9302/9403/9503","9403",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",अदम्य मार्ग,5,गली,"9100/9103/9203/9303/9405/9505","9405",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",दल्लू चौतरा,5,गली,"9100/9103/9203/9303/9406/9506","9406",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",हदीगांव,5,गली,"9100/9104/9204/9304/9407/9507","9407",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",जडीबूटी,5,गली,"9100/9104/9204/9304/9408/9508","9408",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",பனேபா,4, உள்ளூர்,"9100/9103/9203/9303/9406","9303",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",இனறுவா,4,உள்ளூர்,"9100/9104/9204/9304/9408","9304",tam,true,admin,2024-04-01 10:58:04.582,,,false,
