"id","name","cntrtyp_code","addr_line1","addr_line2","addr_line3","latitude","longitude","location_code","contact_phone","contact_person","number_of_kiosks","working_hours","per_kiosk_process_time","center_start_time","center_end_time","lunch_start_time","lunch_end_time","time_zone","holiday_loc_code","zone_code","lang_code","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"10312",DSLT2UnEDb,REG,DSLdoSXG0D,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,masterdata-test0,2024-03-25 01:04:45.623,masterdata-test0,2024-03-25 01:04:45.764,false,
"10313",DSLSTbWo9B,REG,DSLS9j5PZr,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,false,masterdata-test0,2024-03-25 01:04:56.353,masterdata-test0,2024-03-25 01:05:19.070,true,2024-03-25 01:05:19.070
"10314",DSLBST4PXw,REG,DSLSBUh1fx,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,masterdata-test0,2024-03-25 01:05:24.070,masterdata-test0,2024-03-25 01:05:24.235,false,
"10315",DSLkZWdDRU,REG,DSL7sqWCyq,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,masterdata-test0,2024-03-25 01:05:24.199,masterdata-test0,2024-03-25 01:05:24.367,false,
"10316",DSLKYb8cBR,REG,DSLxvinvaa,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,masterdata-test0,2024-03-25 01:05:35.582,masterdata-test0,2024-03-25 01:05:35.724,false,
"10326",Test123,REG,sdfg,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,00:00:00,03:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1185","1000",fra,false,masterdata-220005,2024-03-25 02:05:57.624,,,false,
"10317",DSL9f15l4J,REG,DSLCRz4qc7,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,09:00:00,16:30:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,masterdata-test0,2024-03-25 01:05:36.962,masterdata-test0,2024-03-25 01:05:37.148,false,
"10325",Test123,REG,sdfg,"","","78.5478","45.2456","1185","",rtestsd,0,"3.5",00:30:00,00:00:00,03:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1185","1000",fra,false,masterdata-220005,2024-03-25 02:05:57.457,,,false,
"10324",HSR Center updated,REG,HSR,Venkatapura,kormangla,"78.5478","45.2456","1185","9663089998",Venkat TestPerson,0,"8:00:00",00:15:00,09:00:00,17:00:00,00:00:00,00:00:00,Test Time zone,"1185","1000",fra,false,masterdata-220005,2024-03-25 02:05:57.025,globaladmin,2024-03-25 02:06:01.325,true,2024-03-25 02:06:01.325
"10174",WrumsasSrita,REG,brnagar,"","","56.839642","14.395150","1185","",rtested,4,"9",00:20:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1110",eng,true,"3341",2024-03-19 08:52:27.180,"3341",2024-03-19 08:52:58.073,false,
"10175",SlaronAkabury,REG,KT nagar,"","","12.317059","76.6058412","1188","",rtested,5,"9",00:15:00,10:00:00,19:00:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",eng,true,"3341",2024-03-19 09:12:24.085,"3341",2024-03-19 09:12:53.116,false,
"10176",SlaronOgusey,REG,jprnagar,"","","76.599670","12.317892","1189","",rtested,5,"9",00:15:00,10:00:00,19:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,"3341",2024-03-19 10:57:06.719,"3341",2024-03-19 10:57:13.077,false,
"10179",JasaVoginia,REG,ramanjuacircle,"","","76.5996707","56.489877","1192","",rtested,5,"9",00:30:00,09:30:00,18:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",eng,true,"3341",2024-03-19 11:03:49.572,"6262",2024-03-20 07:26:06.840,false,
"10177",VremoreSlestead,REG,rrnagar,"","","12.3281327312298","76.6106304582739","1190","","",5,"9",00:20:00,09:00:00,18:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",eng,true,"3341",2024-03-19 11:00:08.376,"3341",2024-03-19 11:00:14.374,false,
"10178",VremoreSuding,REG,tilaknagar,"","","76.5996707","76.61924860","1191","",rtested,4,"9",00:20:00,11:00:00,20:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",eng,true,"3341",2024-03-19 11:02:13.859,"3341",2024-03-19 11:02:19.686,false,
"10171",TrabusTrore,REG,Jam nagar,"","","38.316535","16.091857","1186",rtested,rtested,0,"9",00:20:00,09:00:00,18:00:00,12:30:00,13:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",eng,true,"3341",2024-03-19 08:33:47.776,"3341",2024-03-19 08:40:06.483,false,
"10172",TrabusIllepolis,REG,Kalyanstreet,"","","38.316535","16.091857","1187","",rtested,4,"9",00:15:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1112",eng,true,"3341",2024-03-19 08:42:43.568,"3341",2024-03-19 08:42:50.555,false,
"10173", WrumsasChares,REG,arnagar,"","","56.839640","14.395150","1184","",rtested,4,"9",00:20:00,10:00:00,19:00:00,14:00:00,15:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1109",eng,true,"3341",2024-03-19 08:48:30.844,"6262",2024-03-20 07:26:38.405,false,
