"code","name","hierarchy_level","hierarchy_level_name","hierarchy_path","parent_zone_code","lang_code","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"1001",Agedos,2,Locality,"1000/1104/1001","1104",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1109",Chares,3,Municipality,"1000/1104/1001/1109","1001",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1110",Srita,3,Municipality,"1000/1104/1001/1110","1001",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1105",Trabus,1,Province,"1000/1105","1000",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1002",Akabis,2,Locality,"1000/1105/1002","1105",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1111",Trore,3,Municipality,"1000/1105/1002/1111","1002",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1112",Illepolis,3,Municipality,"1000/1105/1002/1112","1002",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1106",Slaron,1,Province,"1000/1106","1000",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1003",Andout Ilistates,2,Locality,"1000/1106/1003","1106",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1113",Akabury,3,Municipality,"1000/1106/1003/1113","1003",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1114",Ogusey,3,Municipality,"1000/1106/1003/1114","1003",eng,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1105",Trabus,1,Province,"1000/1105","1000",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1106",Slaron,1,Province,"1000/1106","1000",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1104",ورومساس,1,مقاطعة,"1000/1104","1000",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1105",طرابوس,1,مقاطعة,"1000/1105","1000",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1002",اكابيس,2,محلية,"1000/1105/1002","1105",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1109",Charons,3,Municipalité,"1000/1104/1001/1109","1001",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1110",Srita,3,Municipalité,"1000/1104/1001/1110","1001",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1002",Akabis,2,Localité,"1000/1105/1002","1105",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1111",Trore,3,Municipalité,"1000/1105/1002/1111","1002",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1112",Illepolis,3,Municipalité,"1000/1105/1002/1112","1002",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1109",تشاريس,3,البلدية,"1000/1104/1001/1109","1001",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1000",देश,0,देश,"1000",null,hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1000",país,0,país,"1000",null,fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1104",Wrumsas,1,प्रांत,"1000/1104","1000",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1104",Wrumsas,1,Province,"1000/1104","1000",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1105",Trabús,1,Provincia,"1000/1105","1000",spa,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1105",ಟ್ರಾಬಸ್,1,ಪ್ರಾಂತ್ಯ,"1000/1105","1000",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1105",ट्रैबस,1,प्रांत,"1000/1105","1000",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1106",سلارون,1,مقاطعة,"1000/1106","1000",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1106",eslarón,1,Provincia,"1000/1106","1000",spa,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1001",أجيدوس,2,محلية,"1000/1104/1001","1104",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1001",ಏಜೆಡೋಸ್,2,ಸ್ಥಳೀಯತೆ,"1000/1104/1001","1104",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1001",Agedos,2,इलाका,"1000/1104/1001","1104",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1001",Agédos,2,Localité,"1000/1104/1001","1104",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1002",ಅಕಾಬಿಸ್,2,ಸ್ಥಳೀಯತೆ,"1000/1105/1002","1105",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1003",و خارج إليستاتس,2,محلية,"1000/1106/1003","1106",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1003",ಅಂದೌಟ್ ಇಲಿಸ್ಟೇಟ್ಸ್,2,ಸ್ಥಳೀಯತೆ,"1000/1106/1003","1106",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1003",Andout Ilistats,2,Localité,"1000/1106/1003","1106",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1109",घर का काम,3,नगर पालिका,"1000/1104/1001/1109","1001",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1110",سريتا,3,البلدية,"1000/1104/1001/1110","1001",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1110",ಶ್ರೀತಾ,3,ಪುರಸಭೆ,"1000/1104/1001/1110","1001",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1110",श्रीता,3,नगर पालिका,"1000/1104/1001/1110","1001",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1111",ಟ್ರೋರ್,3,ಪುರಸಭೆ,"1000/1105/1002/1111","1002",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1111",ट्रोरे,3,नगर पालिका,"1000/1105/1002/1111","1002",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1112",إليبوليس,3,البلدية,"1000/1105/1002/1112","1002",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1112",Ilépolis,3,Municipio,"1000/1105/1002/1112","1002",spa,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1113",أكابوري,3,البلدية,"1000/1106/1003/1113","1003",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1113",ಅಕಾಬರಿ,3,ಪುರಸಭೆ,"1000/1106/1003/1113","1003",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1114",أوغوسي,3,البلدية,"1000/1106/1003/1114","1003",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1114",ಒಗುಸಿ,3,ಪುರಸಭೆ,"1000/1106/1003/1114","1003",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1000",دولة,0,دولة,"1000",null,ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1104",ವ್ರುಮ್ಸಾಸ್,1,ಪ್ರಾಂತ್ಯ,"1000/1104","1000",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1106",ಸ್ಲಾರಾನ್,1,ಪ್ರಾಂತ್ಯ,"1000/1106","1000",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1002",अकाबिस,2,इलाका,"1000/1105/1002","1105",hin,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1109",ಚಾರ್ಸ್,3,ಪುರಸಭೆ,"1000/1104/1001/1109","1001",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1111",توري,3,البلدية,"1000/1105/1002/1111","1002",ara,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1112",ಇಲೆಪೋಲಿಸ್,3,ಪುರಸಭೆ,"1000/1105/1002/1112","1002",kan,true,"6262",2024-03-19 14:27:13.800,,2024-03-20 04:55:36.099,false,
"1113",Akabury,3,Municipalité,"1000/1106/1003/1113","1003",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
"1114",Ogusey,3,Municipalité,"1000/1106/1003/1114","1003",fra,true,"6262",2024-03-12 12:56:53.969,,2024-03-20 04:55:36.099,false,
